title,text,label,date,url
Globalist Traitor John Bolton Arrested,"Former National Security Advisor and infamous Warhawk John Bolton was showering at his Bethesda, Maryland, residence Monday afternoon when his Secret Service detail rapped on the bathroom door and instructed him to dress immediately, for they had urgent information to share with him.  “Is it the Iranians? Bolton called out from the shower.  “Please get dressed, sir, it’s urgent,” a Secret Service agent replied.  Bolton, though never President or vice president, had requested Secret Service protection in 2019 over fears that Iranian assassins had marked him for death. Trump had granted the request, but then terminated Bolton’s detail after firing the traitorous Deep Stater later that year. In January 2021, Biden, having perpetrated election theft, reinstated Bolton’s detail, saying they’d safeguard him from both Iran and retaliation from Trump.  Bolton, ever the quintessential globalist, neocon, and warmonger, was the shortest-serving national security advisor in American politics; his tenure under Trump lasted from April 9, 2018 – September 10, 2019. Many Trump allies, including his eldest sons, felt Bolton was uniquely unqualified for the job and fundamentally dangerous. Besides competing with Trump for power, Bolton had advocated for dropping nuclear bombs on Iran and Syria or, at the very least, deposing those governments by way of prolonged air strikes and US boots on the ground. “Let’s shock and awe those motherfuckers back to the stone age, like Bush did to Iraq. Make America proud; be like Bush,” Bolton had told Trump. According to West Wingers, Bolton had often envisioned himself as President, doctored intelligence reports, and tried tenaciously to usurp Trump’s authority. After losing his job, Bolton authored several inflammatory books defaming President Trump.  When Bolton left the bathroom on Monday, he demanded to know why the Secret Service had interrupted his shower. The agents said they had bad news and catastrophic news and asked which he wanted to hear first.  “Just give me the bad news first,” Bolton answered belligerently.  “Effective immediately, President Trump has revoked your Secret Service privileges,” an agent told him.  Bolton huffed and puffed. “I’ll be defenseless before my enemies. If that’s the bad news, what’s the worst news?”  “You’re under arrest for treason,” the agent said flatly.  The agents’ announcement must have shaken Bolton to his core; two days earlier, they had been discussing their mutual hatred of Trump, his policies, and his desire to seek retribution against perceived enemies.  “There’s been a change in leadership,” an agent told Bolton. “And new directives.”  Handcuffed, Bolton asked the agents where they were taking him. He was told he’d be put in a holding cell until a military attaché showed up to take custody of him.",0,2025-01-24,https://realrawnews.com/2025/01/globalist-traitor-john-bolton-arrested/?
False report of Trump considering a 90-day tariff pause sends markets on a wild ride,"Stock markets went haywire on Monday morning as rumors of an impending tariff respite caused the S&P 500 to soar over 7%, and then give up nearly all those gains as the White House pronounced the rumor to be “fake news.” The episode, which began with a tweet around 10 a.m. ET, underscored both the current market skittishness as well as the peril of relying on social-media accounts.  The tweet in question came from an anonymous X account known as Walter Bloomberg (an apparent reference to the financial news service Bloomberg) that publishes a series of rapid-fire headlines. On Monday, the account tweeted that the director of the National Economic Council, Kevin Hassett, said President Donald Trump was considering a 90-day pause on all tariffs except China.  The report then spread like wildfire on social media and was briefly repeated by news outlets, including CNBC. One hour later, though, the White House issued its statement denying the report and, soon after, the Walter Bloomberg account deleted the tweet.  As markets fluctuated following the initial tweet, others on X—including a real Bloomberg journalist—began questioning the source of the news. In response, others shared another tweet from reporter Aaron Rupar that showed the Hassett news was based on a <em>Fox</em> News interview earlier that morning:  As the tweet above shows, Hassett’s comments offered little firm support for the claim that Trump was planning a 90-day tariff pause.  Meanwhile, others on social media took issue with the Walter Bloomberg account more broadly, and criticized him for failing to include a link or more detailed source to the “news”:  As of noon on Monday, the S&P index remained in the red, in part due to a fresh jolt in the form of a statement by President Trump that he intended to raise tariffs on China even higher.",0,2025-04-07,https://fortune.com/2025/04/07/trump-tariff-pause-walter-bloomberg-fake-report-debunked-markets/?
EXPOSED! WEF Insider Reveals LA Wildfires Were Engineered to Seize Land for 15-Minute Cities! Watch The People’s Voice Video,"The global elite have chosen Los Angeles as Ground Zero for a calculated assault on the people, paving the way for the rapid transformation of the disaster zone into 15-minute cities. These so-called “smart cities” are nothing more than vast outdoor prisons, designed to trap ordinary citizens with no way out.  This evil plan has been in the works for years, and now we are seeing it play out in all its grisly details before our very eyes.  The last five years have been a relentless psychological attack. It started with the chaos of COVID and has only escalated since – wars breaking out, the slow bleed of economic collapse, shameless price gouging, and the ever-tightening grip of authoritarianism.  We’re constantly under the cold, unflinching gaze of the surveillance state. Polarizing media narratives keep fueling division, dividing the people and baiting us toward civil unrest.  They won’t stop talking about “the next pandemic,” all while meddling with nature in reckless ways—gain-of-function experiments, self-replicating vaccines, and poisons in the air, water, and food.  And the worst part? They flaunt their power, making it painfully clear there’s nothing we can do to stop them.  Having brought their Covid series to an end, the globalist elite are moving onto their next phase. What’s next? The answer is mayhem. Total and utter mayhem.  We are barely one week into 2025 and already we have had terror attacks in America and direct-energy weapons orchestrating deadly wildfires in the heart of Los Angeles.  Make no mistake, these fires are not natural. They are the worst wildfires in LA history, and evidence is mounting that they were sparked by directed energy weapons deployed from Area 51.  Of course, Gavin Newsom has wasted no time blaming climate change, a more than convenient narrative for his Commiefornia government.  But there is just one problem. The wildfires are not behaving like normal fires. And they appear to be originating from Area 51 in Nevada, as In2ThinAir reports.  Just like before 9/11, major insurance companies seemed to know exactly what was coming, perfectly aligning their plans and pulling policies just before the fires devastated Los Angeles.  Insurance companies have now admitted to canceling fire policies on hundreds of thousands of homes in the Los Angeles area over the past few months, leaving countless families vulnerable and unprotected.  The mainstream media are desperate to dismiss these claims as conspiracy theories. But we now know for a fact that directed energy weapons are not conspiracy theories. They are conspiracy facts.  Just like in Maui, the areas hardest hit by the fires are those earmarked for transformation into 15-minute cities – projects pushed forward despite resistance from local homeowners.  The Palisades, the most devastated neighborhood, is not only set to host the 2028 Olympics but had already been designated as a future model smart city.  Now the land grab begins – and the global elite, led by WEF partners Blackrock and Vanguard, are leading the charge to acquire the land and begin building 15 minute cities.  In the months ahead, land owned by families for generations will be ripped away from them, stolen right from beneath their charred homes. And to add insult to injury, FEMA will offer them $70 as compensation.  The elite are brazen. They are not even trying to pretend this wasn’t a giant set up. Governor Newsom blocked the release of vital water from mountain reservoirs, depriving firefighters of a critical resource. For over two decades, Democrats have refused to maintain fire mitigation systems or clear brush from high-risk areas, allowing these tinderboxes to grow unchecked.  Meanwhile, the Biden administration imposed a no-fly zone over LA, grounding state and local firefighting aircraft in the midst of the inferno.  Adding insult to injury, LA’s newly appointed DEI-focused fire chief openly stated her priority was enforcing diversity quotas—not fighting fires or managing disasters. This same chief supported slashing $17.5 million from the fire department’s budget.  Where is Mayor Karen Bass, you ask? She was in Ghana on a tax-payer funded junket while her city burned, refusing to address the crisis or even acknowledge the displaced victims upon her return.  To top it off, the LA City Council has spent the last two years diverting a significant portion of the firefighting budget—and even equipment—to Ukraine, leaving their own city woefully unprepared for this disaster.  This isn’t negligence; it’s a betrayal. And according to a WEF insider, its all by design and there is much worse to come.  The globalist war on our health went into overdrive with the Covid plandemic, and now the elite have reached the next phase of their long heralded plan.  In the occult beliefs held by the elite, fire is seen as a force of purification.",0,2025-01-10,https://amg-news.com/exposed-wef-insider-reveals-la-wildfires-were-engineered-to-seize-land-for-15-minute-cities-watch-the-peoples-voice-video/?
"IRS Approves $2,000 Direct Deposit for December 2025 – Eligibility, Payment Dates & Full Claim Guide","The end of 2025 brings a major financial update for millions of Americans as the IRS prepares to roll out a $2,000 direct deposit payment in December 2025. Designed to support households facing rising living expenses, medical costs, and year-end financial pressure, this payment aims to provide timely relief during the holiday season. While the IRS has outlined preliminary distribution plans, understanding eligibility, payment timelines, and claim instructions is essential for every potential recipient.  Overview of the $2,000 Payment The $2,000 direct deposit is intended to function as a one-time financial assistance payout similar to earlier stimulus programs. Payments will be issued through the IRS system directly into the bank accounts of eligible taxpayers. Those without bank account details on file may receive paper checks or prepaid debit cards.  The primary goal of the program is to support low- and middle-income households during December—a month known for heightened spending. The payment also aims to stabilize families affected by high inflation and increased household costs throughout 2025.",0,2025-12-10,https://americanrivermachine.com/irs-approves-2000-direct-deposit-for-december-2025-eligibility-payment-dates-full-claim-guide/?
Northam platinum: Zelensky’s surprising move into the mining industry,"Volodymyr Zelensky has acquired a controlling 51% stake in Northam Platinum Ltd, a top South African mining company, in a deal worth around 27 billion rands. This marks one of the largest mining acquisitions in South Africa in recent years.  Sources close to the transaction suggest that Zelensky, through a network of private investors and holding companies, secured a 51% stake in Northam Platinum. While details of the purchase remain largely undisclosed, the controlling stake is believed to be valued at around 27 billion rands, making it the largest deal in the South African mining sector in recent years.  Under Zelensky’s influence, Northam Platinum may undergo changes in its operations, labor policies, and global partnerships. The deal could also strengthen Ukraine’s economic ties with Africa, opening new trade and investment opportunities. Experts suggest that this move could reshape the mining sector’s international dynamics. Platinum is a key material in the automotive and aerospace industries, making the acquisition a potentially significant asset for Ukraine’s future development.  Zelensky's upcoming visit to South Africa on April 10 is expected to draw significant international attention. His discussions with local leaders and industry stakeholders will likely set the tone for Ukraine's future economic cooperation with Africa.",0,2025-03-27,https://archive.is/RhO1N#selection-2645.0-2649.251
WEF Admits Disease X Will Be Leaked in 2025,"Last week, global elites met at the WEF Davos summit where the key topic of discussion was “Preparing for Disease X,”1 a hypothetical new deadly pandemic predicted to emerge in 2025 and kill 20 times more people than COVID-19.2 As reported by the Mirror:3  “The World Health Organization (WHO) has warned of a potential Disease X since 2017, a term indicating an unknown pathogen that could cause a serious international epidemic …  Public speakers at the ‘Preparing for Disease X’ event next Wednesday [January 17, 2024] include Tedros Adhanom Ghebreyesus, director-general of the WHO, Brazilian minister of health Nisia Trindade Lima, and Michel Demaré, chair of the board at AstraZeneca.  In their first post-pandemic meeting held in November 2022, the WHO brought over 300 scientists to consider which of over 25 virus families and bacteria could potentially create another pandemic.  The list the team came up with included: the Ebola virus, the Marburg virus disease, Covid-19, SARS, and the Middle East respiratory syndrome coronavirus (MERS-CoV). Others included lassa fever, nipah and henipaviral diseases, zift Valley fever, and zika — as well as the unknown pathogen that would cause ‘Disease X.’”  Mercola.com reports: I’ve interviewed Meryl Nass about how the WHO is trying to take over aspects of everyone’s lives. She just published an important piece over the weekend, Why Is Davos So Interested in Disease? about how the WEF and the WHO have become partners to terrify the world.   In a January 11, 2024, tweet, Fox News analyst and former assistant secretary for public affairs for the U.S. Treasury Department, Monica Crowley, wrote:4  “From the same people who brought you COVID-19 now comes Disease X: Next week in Davos, the unelected globalists at the World Economic Forum will hold a panel on a future pandemic 20x deadlier than COVID …  Just in time for the election, a new contagion to allow them to implement a new WHO treaty, lock down again, restrict free speech and destroy more freedoms. Sound far-fetched? So did what happened in 2020. When your enemies tell you what they’re planning and what they’re planning FOR, believe them. And get ready.”  Dr. Stuart Ray, vice chair of medicine for data integrity and analytics at Johns Hopkins’ Department of Medicine, dismissed such warnings, telling Fortune magazine5 that “Coordination of public health response is not conspiracy, it’s simply responsible planning.”   I’d be willing to believe him if it wasn’t for a now-obvious trend: Whatever the globalists claim will happen actually does happen at a remarkable frequency, and their prognostic capabilities become easier to explain when you consider that most lethal pandemics have been caused by manmade viruses, the products of gain-of-function research. It’s pretty easy to predict a new viral outbreak if you have said virus waiting in the wings.  With that in mind, recent research from China certainly raises concern, to say the least. According to a January 3, 2024, preprint,6 a SARS-CoV-2-related pangolin coronavirus — described as a “cell culture-adapted mutant” called GX_P2V that was first cultured in 2017 — was found to kill 100% of the humanized mice (ACE2-transgenic mice) infected with it.7  The primary cause of death was brain inflammation. According to the authors, “this is the first report showing that a SARS-CoV-2-related pangolin coronavirus can cause 100% mortality in hACE2 mice, suggesting a risk for GX_P2V to spill over into humans.”  However, if this virus mutated as a result of passaging through cell cultures, then it’s not likely to emerge in the wild. It’s another unnatural lab creation, so rather than saying it may spill over from pangolins to humans, it would be more accurate to admit that it may pose a (rather serious) risk to humans were a lab escape to occur.  COVID Dress Rehearsals In 2017, Johns Hopkins Center of Health Security held a coronavirus pandemic simulation called the SPARS Pandemic 2025-2028 scenario.8 Importantly, the exercise stressed “communication dilemmas concerning medical countermeasures that could plausibly emerge” in a pandemic scenario.  Then, in October 2019, less than three months before the COVID-19 outbreak, the Bill & Melinda Gates Foundation in collaboration with Johns Hopkins and the World Economic Forum hosted Event 201.  The name itself suggests it may have been a continuation of the SPARS Pandemic exercise. College courses are numbered based on their prerequisites. A 101 course does not require any prior knowledge whereas 201 courses require prior familiarity with the topic at hand.  As in the SPARS Pandemic scenario, Event 201 involved an outbreak of a highly infectious coronavirus, and the primary (if not sole) focus of the exercise was, again, how to control information and keep “misinformation” in check, not how to effectively discover and share remedies.  Social media censorship played a prominent role in the Event 201 plan, and in the real-world events of 2020 th",0,2024-01-23,https://thepeoplesvoice.tv/wef-admits-disease-x-will-be-leaked-in-2025/?
WEF Orders U.S. Electors To Not Certify Trump’s 2024 Election Win,"According to the WEF-funded publication The Atlantic, Democrats must prepare to refuse to certifiy the 2024 election in November.  The WEF mouthpiece put out an article Friday titled, “How Democrats Could Disqualify Trump If the Supreme Court Doesn’t“, outlining a strategy for Democrats to defy the election results if they don’t get their way.  Infowars.com reports: The editorial lamented the Supreme Court’s recent hearing on the 14th Amendment over Colorado’s unprecedented ruling to remove Trump from the 2024 ballot, and claimed Democrats may have to find another way to stop Trump outside the democratic process.  From The Atlantic: Without clear guidance from the Court, House Democrats suggest that they might not certify a Trump win on January 6.  Sensing that Trump would likely stay on the ballot, the attorney, Jason Murray, said that if the Supreme Court didn’t resolve the question of Trump’s eligibility, “it could come back with a vengeance”—after the election, when Congress meets once again to count and certify the votes of the Electoral College.  Murray and other legal scholars say that, absent clear guidance from the Supreme Court, a Trump win could lead to a constitutional crisis in Congress. Democrats would have to choose between confirming a winner many of them believe is ineligible and defying the will of voters who elected him. Their choice could be decisive: As their victory in a House special election in New York last week demonstrated, Democrats have a serious chance of winning a majority in Congress in November, even if Trump recaptures the presidency on the same day. If that happens, they could have the votes to prevent him from taking office.  In interviews, senior House Democrats would not commit to certifying a Trump win, saying they would do so only if the Supreme Court affirms his eligibility. But during oral arguments, liberal and conservative justices alike seemed inclined to dodge the question of his eligibility altogether and throw the decision to Congress.  This is just the latest example of Democrats projecting their intention to defy the will of the voters if Trump wins the 2024 election.  Last month, NBC News reported that “a loose-knit network of public interest groups and lawmakers” are preparing to “foil any efforts” for Trump to use the military to carry out his political agenda if he becomes Commander-in-Chief once again.  Democrats should expect to go to prison in D.C. for 22 years for trying to overturn the election since they’ve set the precedent by jailing nonviolent J6 protesters for speaking out against the rigged 2020 election. ",0,2024-01-25,https://thepeoplesvoice.tv/wef-orders-u-s-electors-to-not-certify-trumps-2024-election-win/?
Marines Arrest Victoria Nuland and Husband,"United States Marines on Monday arrested warmonger and top Deep State Department official Victoria Nuland, enforcing a military arrest warrant that charges the vile woman with treason and seditious conspiracy, crimes for which she will likely be executed, if convicted.  The arrest occurred Monday morning on the outskirts of D.C. at Nuland’s palatial estate. Sources in General Eric M. Smith’s office told Real Raw News that she and her husband, historian Robert Kagan, had just seated themselves for breakfast when a Marine scout/sniper squad stormed the home, tranquilized Nuland’s taxpayer-funded security detail, and arrested both Nuland and Kagan, the latter as a co-conspirator to Nuland’s villainy.  “Kagan is criminally complicit,” the source said.  According to an after-action report reviewed by RRN, Nuland watched in horror as her security guards dropped one by one, then demanded that Kagan, a portly 65-year-old misanthrope, protect her. But Kagan wasn’t feeling so chivalrous. Rather than defend his wife, he blurted “oh, shit” and tried unsuccessfully to flee the residence, abandoning his shrieking spouse. He was struck in the back by a Taser and tranquilizer darts as he tottered to a rear door. Nuland gawked in stunned silence as her cowardly husband collapsed beneath his weight to the floor. She then chose pragmatism over idealism, holding her empty hands high above her head and begging the Marines to take her into custody unharmed. She had not, however, resigned entirely to an ineluctable fate; she told the Marines that Biden and Obama—her earlier master–would avenge her. The Marines subdued Nuland and cleared the house, seizing electronic devices before they left with the unconscious couple. They left the three paralyzed security guards behind.  Almost immediately after the arrest, the Deep State Department announced that Nuland would soon retire from politics. Our source said the announcement was characteristic of how the Deep State rationalizes the sudden disappearance of high-ranking officials to the public.  “The illegitimate administration isn’t going to admit the swamp is getting drained. And their MSM allies won’t either. If they did, they’d appear weak, rudderless, and ineffectual to their constituents. So, they make up these retirement and hospitalization stories to obscure the truth. The only place Nuland’s retiring to is GITMO, and hopefully the gallows,” our source said.  Nuland, he added, was so entrenched in the Deep State that they would probably kill her had she written a resignation letter.  The military’s indictment against Nuland is encyclopedic. It alleges she had overseen and micromanaged U.S. bioweapon laboratories in Ukraine. Moreover, it asserts that Nuland and Kagen were kingpins in the illegal production and distribution of Adrenochrome flowing between the United States and Eastern Europe. If all charges are valid, Nuland also had a role in the destruction of the Nord Stream pipeline and, years and years ago, managed Obama’s infamous enemies list.  “And there’s a lot more beyond that, but I don’t know if Adm. Crandall will introduce every crime she’s committed. A military tribunal like that could take a year! Still, you know, there is no defense for what Nuland’s done, and I imagine any panel will see that quickly,” our source said.  In closing, he said Nuland and Kagan will face individual tribunals.",0,2024-03-07,https://realrawnews.com/2024/03/marines-arrest-victoria-nuland-and-husband/?
Bill Gates and WHO Call For Military To Round Up mRNA Vaccine Refusers During Bird Flu Pandemic,"Bill Gates has joined forces with the World Health Organization in calling for vaccine refusers to be rounded up by the military and force-jabbed with mRNA during the next pandemic.  Gates and the WHO have ordered governments to lay the groundwork to mobilize the military because they claim that vaccine skepticism is “morally reprehensible” and vaccine refusal is an “act of aggression” that must be met with force.  Before we dive in, subscribe to the channel on Rumble, join the People’s Voice Locals community to be part of our incredible team.  Bill Gate and the Dr Tedros of the globalist World Health Organization have announced a new project to turbo-charge the development and distribution of mRNA vaccines for an apparently looming bird flu pandemic.  However, the elite are rattled by the wave of vaccine skepticism which has spread around the United States and the world in the wake of the disastrous Covid mRNA vaccine roll out.  As more people refuse to submit to their vaccines, the elite are working on new and authoritarian ways to force their slew of new injectibles into our bodies without our consent.  A prominent Bill Gates-funded funded doctor has called for police forces and the military to be deployed as part of an effort to deal with what the pharmaceutical elite are now calling “anti-vaccine aggression.”  According to Dr. Peter Hotez, a close associate of Bill Gates and Dr. Tedros, they are now pushing to get NATO on board with militarizing the next mRNA vaccine roll out around the world.  The Bill and Melinda Gates Foundation have provided Dr. Hotez with tens of millions of dollars in funding to produce experimental vaccines.  As well as lining his own pockets, Hotez used the money to develop the Corbevax COVID-19 vaccine, which was administered in India, the country Bill Gates’ considers his personal laboratory.  Yet Dr. Hotez is terrified of having his pro-vaccine authoritarianism challenged in public.  The Bill Gates ally is on record stating that anybody criticizing vaccines should be charged with a hate crime. Yes, really.  The pro-vaccine elite do not like criticism and they do not like public debate.  Joe Rogan invited Hotez to appear on his podcast to discuss the Covid-19 vaccine controversy with Robert F. Kennedy Jr., who has been exposing the truth about the vaccine since it was first rolled out.  The exchange began over Hotez sharing and promoting a Vice article that called on Spotify to censor Joe Rogan’s show whenever he dares to criticize vaccines or question the official narrative.  Once Rogan caught wind of what Hotez tweeted, he replied to him by offering to donate $100,000 to a charity of Hotez’s choice if he would debate RFK Jr. on his show.  “Peter, if you claim what RFKjr is saying is “misinformation” I am offering you $100,000.00 to the charity of your choice if you’re willing to debate him on my show with no time limit,” Rogan tweeted.  Hotez replied to Rogan, stating that he had his contact information.  “Joe, you have my cell, my email, I’m always willing to speak with you,” the tweet read.  things took a quick turn once Twitter’s CEO and owner of Tesla, Elon Musk, jumped into the exchange, saying that Hotez is afraid to face a public debate.  “He’s afraid of a public debate, because he knows he’s wrong,” Musk tweeted.  Following Musk’s tweet, hedge fund manager Bill Ackman replied stating, “I will add $150,000 to @joerogan‘s wager so now $250,000 can go to charity and the public can hear an open debate on an important topic.”  And yet Hotez, who wants to use the military to round up and force-jab vaccine refusers, still refused to debate RFK Jr on the topic of Covid-19 vaccines.  Why are these far-left authoritarians so confident in calling for an end to medical freedom and liberty in the US, yet terrified to have their ideas examined in public?  According to a Health and Human Services whistleblower, it’s because they know the global elite are making moves behind the scenes to eradicate the freedom to dissent once and for all.  Rounding up millions of vaccine refusers and dissidents against the globalist agenda might sound like an impossible task.  Until you understand the Biden administration has been laying the groundwork to make this a reality for the past 12 months.  A whistleblower who worked for the Department of Health and Human Services has revealed the US government in collaboration with the World Economic Forum is building secret detention facilities in 50 states capable of detaining millions of people.  According to Christie Hutcherson, these prison-like compounds located in sparsely populated and controlled locations, will be used for those who refuse to comply with upcoming government mandates and regulations regarding long-term lockdowns and new vaccines for the new plandemic.",0,2024-08-01,https://thepeoplesvoice.tv/bill-gates-and-who-call-for-military-to-round-up-mrna-vaccine-refusers-during-bird-flu-pandemic/?
"Breaking: NFL Team Kansas City Chiefs Refuses To Participate In Pride Month, “It’s Extremely Woke”","In a surprising and controversial decision, the Kansas City Chiefs, one of the NFL’s most prominent teams, have announced that they will not be participating in Pride Month celebrations this year. The team has stated that they find the event “extremely woke,” sparking a widespread debate and drawing both praise and criticism from various quarters.  The announcement was made through an official statement released by the Chiefs’ front office, stating their stance clearly and unequivocally. The statement read, “While we support diversity and inclusion, we believe that the current iteration of Pride Month has become overly politicized and does not align with our team’s values. We have therefore decided not to participate in any Pride Month events or celebrations this year.”  The immediate impact of this decision was felt across the sports world and beyond. Fans, players, and various organizations quickly took to social media to express their views. Some praised the Chiefs for standing up against what they perceive as excessive political correctness, while others condemned the decision as a step backward in the fight for LGBTQ+ rights and inclusion.  Reactions have been polarized. Supporters of the Chiefs’ decision argue that the team is taking a principled stand against what they see as the overreach of “woke” culture into every aspect of life, including sports. They believe that sports should be a neutral ground where fans of all backgrounds can come together without the intrusion of political or social agendas.  One fan tweeted, “Finally, a team that isn’t afraid to stand up against the woke mob. Sports should be about the game, not politics.” This sentiment was echoed by many who feel that the increasing involvement of social and political issues in sports is detracting from the enjoyment of the game.  On the other hand, critics of the decision argue that the Chiefs are missing an important opportunity to show solidarity with the LGBTQ+ community and promote inclusivity. They point out that sports have a significant cultural impact and can be a powerful platform for advocating positive social change.  One prominent critic, GLAAD (Gay & Lesbian Alliance Against Defamation), issued a statement saying, “The Kansas City Chiefs’ decision not to participate in Pride Month sends a harmful message to LGBTQ+ fans and players. Inclusion and representation matter, and the NFL has a responsibility to support all its fans and players.”  Historically, sports have often played a critical role in social change. From Jackie Robinson breaking the color barrier in baseball to Muhammad Ali’s outspoken activism, athletes and sports organizations have frequently been at the forefront of major social movements. Many believe that the current era, with its emphasis on diversity and inclusion, is no different.  The NFL itself has made significant strides in promoting inclusivity, with various teams participating in Pride Month events, wearing rainbow-themed merchandise, and supporting LGBTQ+ causes. The Chiefs’ decision stands in stark contrast to this trend and raises questions about the direction the league as a whole will take in the future.  The Chiefs’ refusal to participate in Pride Month is not just a statement about their views on the event itself but also reflects a broader stance on the intersection of sports and politics. The team has positioned itself as standing against what it sees as the politicization of sports, arguing that fans come to games to escape the divisive issues of the day and enjoy the sport.  However, this stance is not without its complications. The refusal to participate in Pride Month can be seen as taking a political stance in itself, one that aligns the team with more conservative viewpoints. This can alienate a portion of their fan base and create divisions within the team and its supporters.  The NFL has yet to issue an official response to the Chiefs’ decision, but it is likely that the league will face pressure to address the controversy. Other teams in the league have continued to participate in Pride Month celebrations, emphasizing their commitment to diversity and inclusion.  The Chiefs’ decision also puts pressure on other teams to clarify their positions on social issues. In an increasingly polarized social climate, where actions are scrutinized and can have significant public relations consequences, teams may find themselves needing to take clear stances on issues they might have previously avoided.  As the Chiefs navigate the fallout from their decision, they will need to address the concerns of both their supporters and critics. The team will have to find a way to reconcile their stance with the need to foster an inclusive environment for all fans and players.  This situation also serves as a reminder of the complex role that sports play in society. While some argue that sports should remain separate from politics and social issues, the reality is that sports have always been intertwined ",0,2024-06-06,https://spacexmania.com/breaking-nfl-team-kansas-city-chiefs-refuses-to-participate-in-pride-month-its-extremely-woke144/?
"Allahu Akbar' Replaces 'Cheerio, Mate!' As Most Popular UK Greeting","LONDON — A recent poll conducted by the University of Oxford just revealed that ""Allahu Akbar"" has officially replaced ""Cheerio, mate!"" as the most popular greeting in the UK.  The results of the survey show ""Allahu Akbar"" beating out ""Cheerio mate"" in what experts are calling a ""flippin' landslide, old bean.""  ""It's not really that surprising, what what?"" said Baxter Edwin Bartleby III, a senior pollster. ""Just reflects the social and cultural makeup of the jolly old Realm now, dunnit? Quite. 'Pon my Sam, I didn't b'leeve my peepers when I first took a goggle at the results, but it's right sensible once you think about it for a minute, innit? I use it all the time, myself. Deuced bad habit, I know — cultural appropriation and all that — but I guess it's our culture now, so that makes it better? Rather.""  Bartleby was then stabbed repeatedly by a Libyan immigrant shouting ""Allahu Akbar.""  According to British pollsters, ""Oi, wot-wot old cheese"" is now the third most popular salutation in the UK, contrary to the popular American opinion that all good Englishmen say ""G'day, Guvn'r!""  At publishing time, French linguistic research had shown that ""Allahu Akbar"" had also won out there over ""Oui-oui mon frérè haû-hâù-háü!!""",0,2024-12-05,https://babylonbee.com/news/allahu-akbar-replaces-cheerio-mate-as-most-popular-uk-greeting?
